"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
263.6,0.78076,-0.086091,295,274,0,0,24,24.963,3.7526e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007398,0.00084989,1.4255e-06,5.8853e-08,-9.7371e-08,1.7449e-06,5.2428e-09,-5.5991e-10,299.74,0,0,6.3648e-09,6.6202e-09,9.6e+16,9.9852e+16,299.74,0.00041322,-0.085,0.0255,0.001
263.35,0.93307,-0.020996,295,274,0,0,26.5,24.98,3.4931e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008621,0.00084992,1.7844e-06,-1.2138e-07,-1.3265e-07,1.7444e-06,6.2619e-09,-1.2301e-10,299.7,0,0,7.0278e-09,6.6247e-09,1.06e+17,9.992e+16,299.7,0.00041344,-0.085,0.02575,0.001
263.45,1.0489,0.153,295,274,0,0,28.25,24.951,3.5121e-16,0,0,0,0,0,0,0,0,0,0,0,0.00099182,0.00084907,1.9518e-06,-2.6604e-07,-6.2098e-08,1.7431e-06,6.9869e-09,1.0249e-09,299.68,0,0,7.4919e-09,6.6171e-09,1.13e+17,9.9805e+16,299.68,0.00041294,-0.085,0.026,0.001
263.46,1.2103,0.19778,295,274,0,0,25,24.973,3.7581e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092246,0.00084975,1.8563e-06,-4.3699e-08,-6.4466e-08,1.7448e-06,8.0703e-09,1.3097e-09,299.6,0,0,6.63e-09,6.6229e-09,1e+17,9.9893e+16,299.6,0.0004132,-0.085,0.02625,0.001
263.51,1.1046,-0.00061815,295,274,0,0,24.75,25.006,3.6725e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082575,0.00085069,1.7786e-06,1.1801e-07,7.2565e-08,1.7474e-06,7.3942e-09,-9.6785e-12,299.47,0,0,6.5637e-09,6.6316e-09,9.9e+16,1.0002e+17,299.47,0.00041356,-0.085,0.0265,0.001
263.47,1.044,-0.20898,295,274,0,0,25.25,24.97,3.4863e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080014,0.00085013,1.7088e-06,-4.6759e-08,4.9057e-08,1.7451e-06,6.8219e-09,-1.3906e-09,299.73,0,0,6.6963e-09,6.622e-09,1.01e+17,9.9879e+16,299.73,0.00041332,-0.085,0.02675,0.001
263.13,1.1409,0.0053423,295,274,0,0,22.25,24.979,3.509e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072182,0.00084946,1.4703e-06,7.5407e-08,-7.1415e-08,1.7438e-06,7.3649e-09,4.2961e-11,299.49,0,0,5.9007e-09,6.6245e-09,8.9e+16,9.9917e+16,299.49,0.00041316,-0.085,0.027,0.001
263.09,1.0077,0.039703,295,274,0,0,23,24.997,3.6282e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080314,0.00084959,1.6384e-06,3.9362e-08,-1.0444e-08,1.7443e-06,6.5721e-09,2.7631e-10,299.38,0,0,6.0996e-09,6.6291e-09,9.2e+16,9.9986e+16,299.38,0.00041329,-0.085,0.02725,0.001
263.03,0.97386,-0.033388,295,274,0,0,25.5,24.977,3.4692e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091445,0.00084976,2.032e-06,-6.7058e-08,2.0985e-09,1.7432e-06,6.1058e-09,-2.3808e-10,299.71,0,0,6.7626e-09,6.6238e-09,1.02e+17,9.9907e+16,299.71,0.00041342,-0.085,0.0275,0.001
263.16,1.1223,-0.018667,295,274,0,0,23.5,24.974,3.4072e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080532,0.00085051,1.7169e-06,2.832e-08,-2.6751e-08,1.7436e-06,7.1818e-09,-1.339e-10,300.04,0,0,6.2322e-09,6.6232e-09,9.4e+16,9.9898e+16,300.04,0.00041383,-0.085,0.02775,0.001
263.42,1.1658,-0.44032,295,274,0,0,22.75,24.963,3.49e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079971,0.00085081,1.5437e-06,-1.4503e-07,-5.933e-11,1.7438e-06,7.7754e-09,-2.908e-09,300.32,0,0,6.0333e-09,6.6202e-09,9.1e+16,9.9853e+16,300.32,0.00041402,-0.085,0.028,0.001
263.53,1.1039,-0.035784,295,274,0,0,24,24.968,3.0993e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092548,0.00085046,1.8028e-06,-2.0871e-07,9.2425e-08,1.7449e-06,7.3384e-09,-2.3645e-10,299.96,0,0,6.3648e-09,6.6216e-09,9.6e+16,9.9873e+16,299.96,0.00041361,-0.085,0.02825,0.001
263.18,1.0237,0.50843,295,274,0,0,23,24.994,3.2027e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089805,0.00085031,1.789e-06,-7.9712e-08,-5.6085e-08,1.7444e-06,6.8146e-09,3.3726e-09,299.74,0,0,6.0996e-09,6.6285e-09,9.2e+16,9.9977e+16,299.74,0.00041375,-0.085,0.0285,0.001
262.65,1.0961,0.22068,295,274,0,0,25.25,25,3.5929e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091232,0.00085005,1.8204e-06,2.3761e-07,-2.7098e-07,1.7419e-06,7.0623e-09,1.4584e-09,299.85,0,0,6.6963e-09,6.6299e-09,1.01e+17,9.9998e+16,299.85,0.00041398,-0.085,0.02875,0.001
262.85,1.1312,0.24094,295,274,0,0,27,24.99,3.5593e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097517,0.0008503,1.9186e-06,2.0391e-07,-1.3251e-07,1.7426e-06,7.2725e-09,1.5899e-09,299.96,0,0,7.1604e-09,6.6274e-09,1.08e+17,9.9961e+16,299.96,0.00041398,-0.085,0.029,0.001
262.79,1.1316,0.35211,295,274,0,0,24.25,25.014,3.6168e-16,0,0,0,0,0,0,0,0,0,0,0,0.00085926,0.00085093,1.7398e-06,1.3363e-07,1.0033e-08,1.7434e-06,7.4716e-09,2.3333e-09,300.02,0,0,6.4311e-09,6.6336e-09,9.7e+16,1.0005e+17,300.02,0.00041446,-0.085,0.02925,0.001
262.8,1.1982,0.11876,295,274,0,0,23.25,25.014,3.6233e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080259,0.00085058,1.5965e-06,-6.2701e-08,3.7609e-08,1.7436e-06,7.8383e-09,7.866e-10,299.8,0,0,6.1659e-09,6.6336e-09,9.3e+16,1.0006e+17,299.8,0.00041416,-0.085,0.0295,0.001
262.95,1.0561,0.16061,295,274,0,0,23.75,25.035,3.2842e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080415,0.00085138,1.541e-06,-3.5658e-07,3.975e-08,1.7465e-06,6.5994e-09,1.0526e-09,299.63,0,0,6.2985e-09,6.6392e-09,9.5e+16,1.0014e+17,299.63,0.00041426,-0.085,0.02975,0.001
262.43,1.0304,0.22659,295,274,0,0,24,25.048,3.2729e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078917,0.00085098,1.5392e-06,-6.9529e-08,3.7143e-08,1.7444e-06,6.102e-09,1.4836e-09,299.57,0,0,6.3648e-09,6.6427e-09,9.6e+16,1.0019e+17,299.57,0.00041439,-0.085,0.03,0.001
261.9,1.2855,-0.18037,295,274,0,0,22.75,25.019,3.5497e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082211,0.00084977,1.6126e-06,-6.9966e-08,-1.3382e-07,1.739e-06,7.8535e-09,-1.2119e-09,299.88,0,0,6.0333e-09,6.635e-09,9.1e+16,1.0008e+17,299.88,0.00041435,-0.085,0.03025,0.001
262.29,1.5043,-0.53982,295,274,0,0,24.5,25.005,3.3816e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096654,0.0008502,1.811e-06,-1.2217e-08,-9.1759e-08,1.74e-06,9.7245e-09,-3.5844e-09,300.14,0,0,6.4974e-09,6.6312e-09,9.8e+16,1.0002e+17,300.14,0.00041448,-0.085,0.0305,0.001
262.9,1.5149,-0.58685,295,274,0,0,28,25,3.463e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095521,0.00085048,1.8127e-06,8.727e-08,2.6694e-07,1.7429e-06,1.0174e-08,-3.8879e-09,300.02,0,0,7.4256e-09,6.6299e-09,1.12e+17,9.9999e+16,300.02,0.00041421,-0.085,0.03075,0.001
262.79,1.2829,-0.16388,295,274,0,0,25.75,25.044,3.5066e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088729,0.00085153,1.749e-06,-1.1561e-07,3.2687e-07,1.7453e-06,8.6363e-09,-1.0848e-09,299.89,0,0,6.8289e-09,6.6418e-09,1.03e+17,1.0018e+17,299.89,0.00041477,-0.085,0.031,0.001
262.4,1.1786,0.32387,295,274,0,0,24.75,25.053,3.2801e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091441,0.00085091,1.781e-06,7.879e-08,1.784e-07,1.7437e-06,7.8108e-09,2.1383e-09,299.68,0,0,6.5637e-09,6.6442e-09,9.9e+16,1.0021e+17,299.68,0.00041464,-0.085,0.03125,0.001
261.91,1.2843,0.22063,295,274,0,0,26.25,25.065,3.839e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097489,0.0008503,1.9607e-06,2.8537e-08,-9.6622e-08,1.7413e-06,8.5219e-09,1.4537e-09,299.6,0,0,6.9615e-09,6.6474e-09,1.05e+17,1.0026e+17,299.6,0.00041473,-0.085,0.0315,0.001
261.86,1.2365,0.058217,295,274,0,0,25.5,25.082,3.7096e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090914,0.00085134,1.6467e-06,-1.1058e-07,-3.5143e-07,1.7418e-06,8.2357e-09,3.926e-10,299.93,0,0,6.7626e-09,6.6518e-09,1.02e+17,1.0033e+17,299.93,0.00041547,-0.085,0.03175,0.001
261.92,1.2921,0.19768,295,274,0,0,23.75,25.069,3.2722e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086977,0.00085129,1.6087e-06,-2.8437e-08,-1.5017e-07,1.7419e-06,8.3949e-09,1.2815e-09,299.97,0,0,6.2985e-09,6.6482e-09,9.5e+16,1.0027e+17,299.97,0.0004153,-0.085,0.032,0.001
261.84,1.3507,0.21049,295,274,0,0,24.5,25.074,3.4719e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088859,0.00085095,1.7924e-06,-7.3751e-09,2.2274e-07,1.7421e-06,8.6324e-09,1.3585e-09,299.69,0,0,6.4974e-09,6.6496e-09,9.8e+16,1.003e+17,299.69,0.00041502,-0.085,0.03225,0.001
261.9,1.3121,0.12951,295,274,0,0,24.5,25.088,3.3881e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072158,0.00085116,1.485e-06,6.9893e-08,-3.4778e-08,1.7431e-06,8.5316e-09,8.6492e-10,299.59,0,0,6.4974e-09,6.6534e-09,9.8e+16,1.0035e+17,299.59,0.0004151,-0.085,0.0325,0.001
262.14,1.3733,0.23319,295,274,0,0,24,25.068,3.2849e-16,0,0,0,0,0,0,0,0,0,0,0,0.00075895,0.00085103,1.7279e-06,-1.801e-07,-2.1255e-07,1.7433e-06,8.982e-09,1.5665e-09,299.65,0,0,6.3648e-09,6.6481e-09,9.6e+16,1.0027e+17,299.65,0.00041485,-0.085,0.03275,0.001
262.39,1.4962,0.0026867,295,274,0,0,25.25,25.035,3.4495e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090526,0.0008509,1.8921e-06,-3.3009e-07,5.5471e-08,1.7424e-06,9.9249e-09,3.0863e-11,299.95,0,0,6.6963e-09,6.6394e-09,1.01e+17,1.0014e+17,299.95,0.00041472,-0.085,0.033,0.001
262.35,1.5758,-0.14697,295,274,0,0,24.75,25.056,3.5632e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090478,0.00085172,1.8937e-06,-8.0413e-08,1.0633e-07,1.7437e-06,1.0319e-08,-9.4526e-10,300.02,0,0,6.5637e-09,6.6447e-09,9.9e+16,1.0022e+17,300.02,0.00041514,-0.085,0.03325,0.001
262.23,1.4418,-0.069478,295,274,0,0,24.25,25.06,3.4768e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081562,0.00085191,1.7853e-06,6.595e-08,-7.8991e-08,1.7432e-06,9.3625e-09,-4.3442e-10,300.14,0,0,6.4311e-09,6.6458e-09,9.7e+16,1.0024e+17,300.14,0.00041538,-0.085,0.0335,0.001
262.08,1.1696,0.055343,295,274,0,0,25.25,25.066,3.5923e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089381,0.00085166,1.7317e-06,1.8508e-07,-1.26e-07,1.7422e-06,7.7822e-09,3.695e-10,300.16,0,0,6.6963e-09,6.6475e-09,1.01e+17,1.0026e+17,300.16,0.00041551,-0.085,0.03375,0.001
261.84,1.1633,0.41568,295,274,0,0,25.75,25.063,3.5677e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010092,0.00085145,1.9746e-06,-4.0864e-08,-1.5402e-08,1.7405e-06,7.6939e-09,2.7628e-09,300.29,0,0,6.8289e-09,6.6466e-09,1.03e+17,1.0025e+17,300.29,0.00041564,-0.085,0.034,0.001
261.75,1.2585,0.63099,295,274,0,0,23.25,25.054,3.5321e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090432,0.00085147,1.8507e-06,-1.4602e-07,3.8533e-08,1.7395e-06,8.2056e-09,4.1795e-09,300.46,0,0,6.1659e-09,6.6444e-09,9.3e+16,1.0022e+17,300.46,0.00041573,-0.085,0.03425,0.001
261.65,1.1584,0.81093,295,274,0,0,27.25,25.093,3.7204e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093173,0.00085161,1.8768e-06,-1.4085e-07,-8.5246e-08,1.7421e-06,7.3086e-09,5.4056e-09,299.86,0,0,7.2267e-09,6.6545e-09,1.09e+17,1.0037e+17,299.86,0.00041553,-0.085,0.0345,0.001
261.59,1.025,0.47217,295,274,0,0,28.75,25.095,3.6333e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093828,0.00085188,1.6452e-06,-2.8099e-07,-7.3244e-08,1.7417e-06,6.5563e-09,3.1692e-09,300.05,0,0,7.6245e-09,6.6553e-09,1.15e+17,1.0038e+17,300.05,0.00041585,-0.085,0.03475,0.001
261.52,1.0582,0.1124,295,274,0,0,25.25,25.051,3.6711e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082915,0.0008521,1.5231e-06,5.4626e-08,1.8559e-07,1.7383e-06,6.7626e-09,7.0754e-10,300.91,0,0,6.6963e-09,6.6436e-09,1.01e+17,1.0021e+17,300.91,0.00041633,-0.085,0.035,0.001
261.27,1.2251,0.29985,295,274,0,0,23.75,25.068,3.8078e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007062,0.00085192,1.5178e-06,1.8826e-07,2.6568e-07,1.7381e-06,7.6785e-09,1.9524e-09,300.68,0,0,6.2985e-09,6.648e-09,9.5e+16,1.0027e+17,300.68,0.00041629,-0.085,0.03525,0.001
261.34,1.3002,0.30178,295,274,0,0,26,25.078,3.8303e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087012,0.00085166,1.7584e-06,5.6574e-08,8.394e-08,1.7386e-06,8.4294e-09,2.0069e-09,300.47,0,0,6.8952e-09,6.6507e-09,1.04e+17,1.0031e+17,300.47,0.00041614,-0.085,0.0355,0.001
261.77,1.4669,0.24309,295,274,0,0,27.75,25.043,3.6443e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010124,0.00085201,2.0242e-06,8.0867e-08,6.5112e-08,1.7391e-06,9.4906e-09,1.6057e-09,300.83,0,0,7.3593e-09,6.6415e-09,1.11e+17,1.0017e+17,300.83,0.00041607,-0.085,0.03575,0.001
261.94,1.7177,0.44837,295,274,0,0,24,25.013,3.1508e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087705,0.00085174,1.7113e-06,1.2998e-07,2.5244e-07,1.7384e-06,1.104e-08,2.9717e-09,301.01,0,0,6.3648e-09,6.6334e-09,9.6e+16,1.0005e+17,301.01,0.00041581,-0.085,0.036,0.001
261.85,1.6213,0.44588,295,274,0,0,23.5,25.043,3.2761e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088385,0.00085254,1.7202e-06,1.9069e-07,-1.1634e-08,1.7393e-06,1.0691e-08,2.9706e-09,301.09,0,0,6.2322e-09,6.6415e-09,9.4e+16,1.0017e+17,301.09,0.00041643,-0.085,0.03625,0.001
262.02,1.3481,0.012625,295,274,0,0,22.5,25.087,3.5996e-16,0,0,0,0,0,0,0,0,0,0,0,0.00076231,0.00085383,1.6099e-06,1.3954e-07,-2.1579e-07,1.743e-06,9.1609e-09,9.7897e-11,300.95,0,0,5.967e-09,6.6531e-09,9e+16,1.0035e+17,300.95,0.00041695,-0.085,0.0365,0.001
261.9,1.2461,0.079476,295,274,0,0,23.75,25.074,3.5389e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080528,0.000853,1.7314e-06,6.3513e-08,-7.1215e-08,1.7418e-06,8.2684e-09,5.3794e-10,300.77,0,0,6.2985e-09,6.6495e-09,9.5e+16,1.0029e+17,300.77,0.00041647,-0.085,0.03675,0.001
261.91,1.1263,0.33103,295,274,0,0,25,25.048,3.4388e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092077,0.00085284,1.8513e-06,6.0763e-09,1.7573e-07,1.7401e-06,7.3637e-09,2.1969e-09,301.09,0,0,6.63e-09,6.6428e-09,1e+17,1.0019e+17,301.09,0.0004165,-0.085,0.037,0.001
261.6,1.3035,0.20419,295,274,0,0,22,25.054,3.2306e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007727,0.00085231,1.4251e-06,-2.0683e-08,1.0505e-07,1.7389e-06,8.2198e-09,1.3399e-09,300.91,0,0,5.8344e-09,6.6443e-09,8.8e+16,1.0022e+17,300.91,0.00041635,-0.085,0.03725,0.001
260.99,1.5453,0.085436,295,274,0,0,26.25,25.079,3.3057e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083404,0.00085192,1.4357e-06,2.0226e-07,-1.6084e-07,1.7375e-06,9.4289e-09,5.7748e-10,300.63,0,0,6.9615e-09,6.651e-09,1.05e+17,1.0032e+17,300.63,0.00041639,-0.085,0.0375,0.001
261.04,1.604,0.40707,295,274,0,0,29.25,25.093,3.6298e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096769,0.00085249,1.7702e-06,3.0432e-08,-2.2576e-07,1.7383e-06,1.019e-08,2.7189e-09,300.72,0,0,7.7571e-09,6.6545e-09,1.17e+17,1.0037e+17,300.72,0.00041674,-0.085,0.03775,0.001
261.23,1.7087,0.48604,295,274,0,0,24.5,25.097,3.6041e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093076,0.00085262,1.8361e-06,-4.1433e-08,-1.0028e-07,1.739e-06,1.1294e-08,3.2238e-09,300.73,0,0,6.4974e-09,6.6558e-09,9.8e+16,1.0039e+17,300.73,0.00041683,-0.085,0.038,0.001
261.55,1.6634,-0.063939,295,274,0,0,24.75,25.093,3.4521e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087571,0.00085318,1.8863e-06,-4.7295e-08,-9.9044e-08,1.7405e-06,1.1103e-08,-4.2561e-10,300.88,0,0,6.5637e-09,6.6548e-09,9.9e+16,1.0037e+17,300.88,0.00041696,-0.085,0.03825,0.001
261.8,1.7473,-0.34436,295,274,0,0,26,25.066,3.5695e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007767,0.0008531,1.7822e-06,-4.177e-07,-1.7546e-07,1.7404e-06,1.1609e-08,-2.2917e-09,301.07,0,0,6.8952e-09,6.6475e-09,1.04e+17,1.0026e+17,301.07,0.00041676,-0.085,0.0385,0.001
261.6,1.9264,0.050648,295,274,0,0,25.75,25.061,3.5056e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079254,0.00085255,1.7318e-06,-4.2574e-07,-1.4463e-07,1.7386e-06,1.2851e-08,3.3699e-10,301.06,0,0,6.8289e-09,6.6463e-09,1.03e+17,1.0025e+17,301.06,0.00041668,-0.085,0.03875,0.001
261.26,1.9449,0.29287,295,274,0,0,25.75,25.092,3.312e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086242,0.00085258,1.7028e-06,-3.1707e-07,2.7496e-08,1.7387e-06,1.2879e-08,1.9404e-09,300.8,0,0,6.8289e-09,6.6543e-09,1.03e+17,1.0037e+17,300.8,0.00041682,-0.085,0.039,0.001
261.33,1.9949,0.62653,295,274,0,0,24.25,25.074,3.2167e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079987,0.0008527,1.6275e-06,-1.9092e-07,2.0163e-07,1.7383e-06,1.3035e-08,4.1376e-09,301.01,0,0,6.4311e-09,6.6496e-09,9.7e+16,1.003e+17,301.01,0.00041683,-0.085,0.03925,0.001
261.58,1.941,0.38669,295,274,0,0,27,25.053,3.2255e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088829,0.00085265,1.8805e-06,-2.7582e-08,1.7079e-07,1.7388e-06,1.2705e-08,2.5361e-09,301.07,0,0,7.1604e-09,6.6441e-09,1.08e+17,1.0021e+17,301.07,0.00041658,-0.085,0.0395,0.001
261.71,1.6403,-0.49925,295,274,0,0,26.5,25.068,3.3014e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090726,0.00085239,1.8731e-06,1.418e-07,-4.9115e-10,1.7402e-06,1.0923e-08,-3.3483e-09,300.72,0,0,7.0278e-09,6.6479e-09,1.06e+17,1.0027e+17,300.72,0.00041631,-0.085,0.03975,0.001
261.76,1.5995,-0.46727,295,274,0,0,29.25,25.059,3.33e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010419,0.0008525,1.967e-06,7.5353e-08,2.7992e-07,1.7393e-06,1.0747e-08,-3.1212e-09,300.98,0,0,7.7571e-09,6.6457e-09,1.17e+17,1.0024e+17,300.98,0.00041652,-0.085,0.04,0.001
261.36,1.8518,-0.28845,295,274,0,0,31.75,25.042,3.43e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011357,0.00085231,1.9566e-06,-1.92e-08,1.8552e-07,1.7359e-06,1.2219e-08,-1.9155e-09,301.41,0,0,8.4201e-09,6.6412e-09,1.27e+17,1.0017e+17,301.41,0.00041685,-0.085,0.04025,0.001
261.03,2.2967,-0.24021,295,274,0,0,24.5,25.052,3.3826e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074909,0.00085188,1.3876e-06,5.3544e-08,-1.0364e-07,1.7348e-06,1.5002e-08,-1.5969e-09,301.24,0,0,6.4974e-09,6.6438e-09,9.8e+16,1.0021e+17,301.24,0.00041679,-0.085,0.0405,0.001
261.07,2.4994,-0.14952,295,274,0,0,24,25.08,3.3442e-16,0,0,0,0,0,0,0,0,0,0,0,0.00067189,0.0008532,1.4999e-06,-1.8068e-08,2.5713e-07,1.7373e-06,1.6254e-08,-9.8341e-10,301.32,0,0,6.3648e-09,6.6513e-09,9.6e+16,1.0032e+17,301.32,0.00041737,-0.085,0.04075,0.001
260.99,2.4214,-0.24259,295,274,0,0,27.25,25.105,3.6502e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091546,0.00085381,2.0001e-06,-1.6737e-07,2.857e-07,1.7386e-06,1.5692e-08,-1.6018e-09,301.23,0,0,7.2267e-09,6.6579e-09,1.09e+17,1.0042e+17,301.23,0.00041765,-0.085,0.041,0.001
260.92,2.3916,-0.053118,295,274,0,0,27.25,25.094,3.6359e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094341,0.00085262,1.9363e-06,-6.0467e-08,2.0811e-07,1.7377e-06,1.5351e-08,-3.5592e-10,300.82,0,0,7.2267e-09,6.655e-09,1.09e+17,1.0038e+17,300.82,0.0004169,-0.085,0.04125,0.001
261.08,2.15,0.13943,295,274,0,0,25,25.084,3.2415e-16,0,0,0,0,0,0,0,0,0,0,0,0.00085654,0.00085265,1.7006e-06,-1.2248e-09,2.472e-07,1.7382e-06,1.3693e-08,9.3283e-10,300.87,0,0,6.63e-09,6.6523e-09,1e+17,1.0034e+17,300.87,0.00041679,-0.085,0.0415,0.001
261.24,1.9396,-0.37194,295,274,0,0,24.75,25.103,3.4013e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087573,0.00085361,1.7342e-06,-2.8342e-08,2.2061e-07,1.7399e-06,1.2565e-08,-2.4747e-09,301.02,0,0,6.5637e-09,6.6572e-09,9.9e+16,1.0041e+17,301.02,0.00041732,-0.085,0.04175,0.001
261.02,2.0177,-0.59748,295,274,0,0,27.25,25.112,3.8165e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092774,0.00085367,1.7679e-06,-1.3748e-09,-6.2707e-08,1.7391e-06,1.3121e-08,-3.986e-09,301.09,0,0,7.2267e-09,6.6597e-09,1.09e+17,1.0045e+17,301.09,0.00041757,-0.085,0.042,0.001
260.83,2.0116,-0.08091,295,274,0,0,28.75,25.123,3.6228e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095812,0.00085324,1.8433e-06,-4.1538e-08,-3.1254e-07,1.7383e-06,1.3373e-08,-5.4734e-10,300.96,0,0,7.6245e-09,6.6625e-09,1.15e+17,1.0049e+17,300.96,0.00041755,-0.085,0.04225,0.001
260.8,1.9803,0.25513,295,274,0,0,25.75,25.111,3.2883e-16,0,0,0,0,0,0,0,0,0,0,0,0.00085233,0.00085244,1.7539e-06,-1.1043e-07,-2.2831e-07,1.7367e-06,1.3412e-08,1.693e-09,300.91,0,0,6.8289e-09,6.6595e-09,1.03e+17,1.0044e+17,300.91,0.00041728,-0.085,0.0425,0.001
260.99,2.0758,0.42465,295,274,0,0,23.5,25.085,3.5271e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078242,0.00085244,1.6258e-06,-2.207e-07,-1.8028e-07,1.7363e-06,1.3741e-08,2.8324e-09,301.11,0,0,6.2322e-09,6.6525e-09,9.4e+16,1.0034e+17,301.11,0.00041713,-0.085,0.04275,0.001
261.1,2.0978,0.62201,295,274,0,0,26.25,25.097,3.6388e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090351,0.0008534,1.6675e-06,-1.4456e-07,-1.9422e-07,1.7382e-06,1.3726e-08,4.1345e-09,301.21,0,0,6.9615e-09,6.6557e-09,1.05e+17,1.0039e+17,301.21,0.00041748,-0.085,0.043,0.001
261.12,2.1309,0.43199,295,274,0,0,24.25,25.09,3.4455e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077788,0.00085374,1.5165e-06,5.7005e-08,4.2298e-08,1.7382e-06,1.3966e-08,2.8792e-09,301.4,0,0,6.4311e-09,6.6538e-09,9.7e+16,1.0036e+17,301.4,0.00041764,-0.085,0.04325,0.001
261.32,2.2201,-0.058924,295,274,0,0,23,25.069,3.6325e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072881,0.00085405,1.704e-06,3.3211e-08,2.551e-07,1.7379e-06,1.4711e-08,-3.7355e-10,301.78,0,0,6.0996e-09,6.6482e-09,9.2e+16,1.0028e+17,301.78,0.00041781,-0.085,0.0435,0.001
