"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
274.23,-2.0208,-0.18272,295,274,0,0,25.5,24.931,3.7808e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086132,0.0008625,1.8977e-06,1.095e-07,-2.0018e-07,1.8131e-06,-1.3362e-08,-1.2069e-09,297.24,0,0,6.7626e-09,6.6117e-09,1.02e+17,9.9724e+16,297.24,0.00040925,-0.085,0.0055,0
274.19,-2.0104,-0.5686,295,274,0,0,23,24.964,3.5747e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074117,0.00086422,1.809e-06,-1.1005e-07,3.1455e-08,1.8152e-06,-1.3312e-08,-3.7649e-09,297.56,0,0,6.0996e-09,6.6203e-09,9.2e+16,9.9854e+16,297.56,0.00041023,-0.085,0.00575,0
274.1,-2.3701,-0.67175,295,274,0,0,24.5,25.097,3.441e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084722,0.00086951,2.1745e-06,-2.7673e-07,-1.0702e-08,1.8243e-06,-1.5778e-08,-4.4723e-09,297.96,0,0,6.4974e-09,6.6557e-09,9.8e+16,1.0039e+17,297.96,0.00041298,-0.085,0.006,0
274.23,-2.3827,-0.13225,295,274,0,0,25,25.212,3.4646e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082517,0.00087381,1.9337e-06,-5.2629e-08,-3.2681e-07,1.8335e-06,-1.593e-08,-8.7997e-10,298.01,0,0,6.63e-09,6.6861e-09,1e+17,1.0085e+17,298.01,0.00041493,-0.085,0.00625,0
273.79,-3.1429,0.3554,295,274,0,0,24.5,25.079,3.2121e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084319,0.00086855,1.8393e-06,6.1751e-08,-4.4843e-07,1.821e-06,-2.0865e-08,2.3683e-09,298.05,0,0,6.4974e-09,6.651e-09,9.8e+16,1.0032e+17,298.05,0.00041282,-0.085,0.0065,0
274.02,-4.1232,0.13361,295,274,0,0,25,25.007,3.2842e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090044,0.00086575,2.0089e-06,1.0991e-07,-1.2449e-07,1.8173e-06,-2.7346e-08,8.8342e-10,297.71,0,0,6.63e-09,6.6318e-09,1e+17,1.0003e+17,297.71,0.00041114,-0.085,0.00675,0
274.24,-4.4661,0.25781,295,274,0,0,22,25.087,3.7669e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073947,0.00086883,1.6536e-06,1.7592e-08,-4.3304e-08,1.8246e-06,-2.9713e-08,1.7148e-09,297.65,0,0,5.8344e-09,6.6531e-09,8.8e+16,1.0035e+17,297.65,0.00041239,-0.085,0.007,0
275.18,-5.5106,0.42121,295,274,0,0,26,25.391,3.7201e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094919,0.00088063,2.3075e-06,-3.5912e-07,-2.6413e-07,1.8531e-06,-3.717e-08,2.8301e-09,297.41,0,0,6.8952e-09,6.7338e-09,1.04e+17,1.0157e+17,297.41,0.00041704,-0.085,0.00725,0
276.09,-4.1872,0.36661,295,274,0,0,26.5,25.371,2.927e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097074,0.0008815,2.3937e-06,-2.7444e-07,-3.36e-07,1.8577e-06,-2.8356e-08,2.4648e-09,297.38,0,0,7.0278e-09,6.7283e-09,1.06e+17,1.0148e+17,297.38,0.00041665,-0.085,0.0075,0
274.32,-2.3431,0.22744,295,274,0,0,27.5,24.9,2.8797e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097043,0.00086371,1.996e-06,5.7615e-09,-8.1349e-08,1.8115e-06,-1.5463e-08,1.5078e-09,298.26,0,0,7.293e-09,6.6035e-09,1.1e+17,9.96e+16,298.26,0.00041014,-0.085,0.00775,0
272.92,-2.5826,-0.26101,295,274,0,0,26,24.805,3.5412e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010487,0.00085798,1.9624e-06,-1.5124e-07,2.3305e-07,1.7953e-06,-1.6989e-08,-1.7208e-09,298.31,0,0,6.8952e-09,6.5783e-09,1.04e+17,9.922e+16,298.31,0.00040865,-0.085,0.008,0
273.24,-2.3691,-0.13304,295,274,0,0,20.5,24.832,3.8504e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086151,0.00085893,1.4438e-06,-2.7737e-07,-3.0127e-08,1.7994e-06,-1.5603e-08,-8.7819e-10,298.03,0,0,5.4366e-09,6.5855e-09,8.2e+16,9.9329e+16,298.03,0.00040871,-0.085,0.00825,0
273.39,-3.0089,0.38298,295,274,0,0,25.5,24.867,3.7106e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095017,0.0008609,1.9105e-06,-5.7386e-08,-5.8055e-07,1.8029e-06,-1.9854e-08,2.5265e-09,298.27,0,0,6.7626e-09,6.5947e-09,1.02e+17,9.9468e+16,298.27,0.00040961,-0.085,0.0085,0
274.12,-3.705,0.54773,295,274,0,0,26,25.064,3.1904e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088471,0.00086958,2.1768e-06,1.4731e-07,-6.4085e-07,1.8221e-06,-2.4621e-08,3.6448e-09,298.51,0,0,6.8952e-09,6.647e-09,1.04e+17,1.0026e+17,298.51,0.00041319,-0.085,0.00875,0
275.98,-3.1737,0.44993,295,274,0,0,27,25.376,3.3199e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090778,0.00088341,2.0134e-06,2.8689e-08,2.1012e-07,1.8573e-06,-2.1342e-08,3.019e-09,298.3,0,0,7.1604e-09,6.7297e-09,1.08e+17,1.015e+17,298.3,0.00041804,-0.085,0.009,0
276.6,-2.9767,-0.06546,295,274,0,0,28.5,25.544,3.4932e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010375,0.00089007,2.0354e-06,-8.752e-08,-1.1119e-07,1.8737e-06,-2.0165e-08,-4.4353e-10,298.15,0,0,7.5582e-09,6.7743e-09,1.14e+17,1.0218e+17,298.15,0.0004206,-0.085,0.00925,0
277.53,-2.7233,-0.27445,295,274,0,0,29,25.661,3.3144e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094068,0.00089535,1.8522e-06,-2.6155e-07,-4.4447e-07,1.8887e-06,-1.852e-08,-1.8645e-09,297.88,0,0,7.6908e-09,6.8053e-09,1.16e+17,1.0264e+17,297.88,0.00042214,-0.085,0.0095,0
275.91,-1.3208,0.055478,295,274,0,0,26,25.467,3.3393e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084333,0.00088597,1.5562e-06,-4.528e-08,1.0102e-07,1.8637e-06,-8.9999e-09,3.5617e-10,298.05,0,0,6.8952e-09,6.754e-09,1.04e+17,1.0187e+17,298.05,0.00041919,-0.085,0.00975,0
272.14,-1.1232,0.47552,295,274,0,0,20.5,25.022,3.3499e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007512,0.0008646,1.4367e-06,-7.5859e-08,4.6343e-08,1.8059e-06,-7.4256e-09,3.1484e-09,298.56,0,0,5.4366e-09,6.6357e-09,8.2e+16,1.0009e+17,298.56,0.00041257,-0.085,0.01,0
271.25,-2.1593,0.44054,295,274,0,0,24.5,24.877,3.5381e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010168,0.00085708,1.9507e-06,-1.6796e-07,2.551e-07,1.7895e-06,-1.4245e-08,2.9069e-09,298.12,0,0,6.4974e-09,6.5975e-09,9.8e+16,9.951e+16,298.12,0.00040958,-0.085,0.01025,0
272.8,-2.2917,-0.062149,295,274,0,0,24,25.067,3.612e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095799,0.00086621,1.6657e-06,5.4945e-08,2.7754e-07,1.8137e-06,-1.5228e-08,-4.2751e-10,297.98,0,0,6.3648e-09,6.6479e-09,9.6e+16,1.0027e+17,297.98,0.00041252,-0.085,0.0105,0
270.56,-2.2034,-0.15376,295,274,0,0,22.5,24.708,3.5818e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074449,0.00085118,1.5502e-06,-1.7332e-07,2.373e-07,1.7735e-06,-1.4431e-08,-1.0344e-09,298.58,0,0,5.967e-09,6.5526e-09,9e+16,9.8832e+16,298.58,0.0004074,-0.085,0.01075,0
270.93,-2.5463,0.19238,295,274,0,0,26.5,24.702,3.6603e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091566,0.00085121,1.8835e-06,-3.0688e-09,2.1031e-07,1.7755e-06,-1.6725e-08,1.2844e-09,298.36,0,0,7.0278e-09,6.5511e-09,1.06e+17,9.881e+16,298.36,0.00040701,-0.085,0.011,0
275.65,-2.3677,0.087822,295,274,0,0,30,25.256,3.8573e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010783,0.0008782,2.2287e-06,-1.1211e-07,-7.3039e-08,1.8463e-06,-1.5858e-08,5.881e-10,298.12,0,0,7.956e-09,6.6978e-09,1.2e+17,1.0102e+17,298.12,0.00041581,-0.085,0.01125,0
274.52,-2.2719,-0.1341,295,274,0,0,29,25.065,3.9632e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086132,0.00087011,1.9504e-06,-1.4353e-07,-1.7226e-07,1.8249e-06,-1.5082e-08,-8.9382e-10,298.4,0,0,7.6908e-09,6.6472e-09,1.16e+17,1.0026e+17,298.4,0.00041306,-0.085,0.0115,0
272.84,-2.5323,0.028095,295,274,0,0,25,24.805,3.6731e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071951,0.0008582,1.7049e-06,7.811e-08,4.5139e-08,1.7948e-06,-1.666e-08,1.8278e-10,298.48,0,0,6.63e-09,6.5784e-09,1e+17,9.9222e+16,298.48,0.00040888,-0.085,0.01175,0
272.65,-2.2964,0.11676,295,274,0,0,25,24.761,3.2695e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009189,0.00085635,2.1931e-06,-9.3798e-08,4.171e-07,1.7904e-06,-1.5079e-08,7.6654e-10,298.5,0,0,6.63e-09,6.5666e-09,1e+17,9.9044e+16,298.5,0.00040818,-0.085,0.012,0
269.94,-2.958,-0.18304,295,274,0,0,26,24.488,3.5745e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091427,0.00084278,2.119e-06,-2.3213e-07,5.5529e-08,1.7533e-06,-1.9149e-08,-1.1673e-09,298.76,0,0,6.8952e-09,6.4943e-09,1.04e+17,9.7954e+16,298.76,0.00040403,-0.085,0.01225,0
271.56,-3.5571,-0.45479,295,274,0,0,29,24.768,3.8825e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092622,0.00085584,1.9194e-06,-1.5782e-07,-1.4111e-07,1.7844e-06,-2.3337e-08,-2.987e-09,298.96,0,0,7.6908e-09,6.5684e-09,1.16e+17,9.907e+16,298.96,0.00040891,-0.085,0.0125,0
274.1,-3.3115,-0.1862,295,274,0,0,33.5,25.105,3.3502e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010423,0.00087229,2.1137e-06,-5.9732e-08,-4.2994e-08,1.8251e-06,-2.2052e-08,-1.2565e-09,299.14,0,0,8.8842e-09,6.6579e-09,1.34e+17,1.0042e+17,299.14,0.00041474,-0.085,0.01275,0
273.27,-3.6744,0.037702,295,274,0,0,29.5,25.07,3.0123e-16,0,0,0,0,0,0,0,0,0,0,0,0.00099106,0.00086917,2.3645e-06,-1.9464e-07,-1.3861e-07,1.817e-06,-2.4453e-08,2.4836e-10,298.95,0,0,7.8234e-09,6.6487e-09,1.18e+17,1.0028e+17,298.95,0.0004139,-0.085,0.013,0
273.57,-3.3666,0.32882,295,274,0,0,21,25.212,3.1392e-16,0,0,0,0,0,0,0,0,0,0,0,0.00076372,0.00087327,1.8518e-06,-7.7577e-08,-4.3951e-08,1.8291e-06,-2.2522e-08,2.1932e-09,298.31,0,0,5.5692e-09,6.6863e-09,8.4e+16,1.0085e+17,298.31,0.00041535,-0.085,0.01325,0
272.22,-3.0656,0.26615,295,274,0,0,21,25.11,3.5499e-16,0,0,0,0,0,0,0,0,0,0,0,0.00068009,0.00086823,1.3922e-06,-1.0435e-07,-2.1821e-07,1.8128e-06,-2.0409e-08,1.7768e-09,298.77,0,0,5.5692e-09,6.6591e-09,8.4e+16,1.0044e+17,298.77,0.0004143,-0.085,0.0135,0
271.45,-3.7577,-0.048979,295,274,0,0,25,25.102,3.6274e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079235,0.00086638,1.6941e-06,-2.1425e-07,-4.6378e-08,1.807e-06,-2.5017e-08,-3.2532e-10,298.68,0,0,6.63e-09,6.657e-09,1e+17,1.0041e+17,298.68,0.00041405,-0.085,0.01375,0
272.42,-3.7783,-0.34469,295,274,0,0,27.5,25.263,3.5005e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010368,0.00087266,2.4302e-06,-2.5914e-08,-1.3026e-08,1.8252e-06,-2.5306e-08,-2.3221e-09,298.16,0,0,7.293e-09,6.6998e-09,1.1e+17,1.0105e+17,298.16,0.00041599,-0.085,0.014,0
274.07,-3.2218,-0.595,295,274,0,0,26.5,25.345,3.4656e-16,0,0,0,0,0,0,0,0,0,0,0,0.00098978,0.00087983,2.4256e-06,1.2991e-07,-1.4186e-07,1.8421e-06,-2.1659e-08,-4.0008e-09,298.81,0,0,7.0278e-09,6.7214e-09,1.06e+17,1.0138e+17,298.81,0.00041824,-0.085,0.01425,0
272.96,-3.213,0.079288,295,274,0,0,27,25.204,2.9473e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082348,0.00087275,2.1035e-06,-2.028e-08,-1.4732e-07,1.8245e-06,-2.1468e-08,5.162e-10,298.72,0,0,7.1604e-09,6.684e-09,1.08e+17,1.0082e+17,298.72,0.00041579,-0.085,0.0145,0
270.46,-3.5122,0.53351,295,274,0,0,31.5,24.872,2.9987e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091208,0.00085637,2.3134e-06,4.3029e-08,-2.3155e-07,1.784e-06,-2.3168e-08,3.5249e-09,298.53,0,0,8.3538e-09,6.5961e-09,1.26e+17,9.9488e+16,298.53,0.00041004,-0.085,0.01475,0
272.28,-3.1672,0.22284,295,274,0,0,30,25.012,3.759e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092912,0.00086596,2.2541e-06,2.5848e-07,2.8558e-07,1.8064e-06,-2.0976e-08,1.4564e-09,299.2,0,0,7.956e-09,6.6333e-09,1.2e+17,1.0005e+17,299.2,0.00041329,-0.085,0.015,0
273.95,-2.7941,-0.25622,295,274,0,0,25.5,25.374,3.4536e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082278,0.00088152,1.8223e-06,1.4549e-07,5.6796e-07,1.8435e-06,-1.8802e-08,-1.7231e-09,299.23,0,0,6.7626e-09,6.7292e-09,1.02e+17,1.015e+17,299.23,0.00041932,-0.085,0.01525,0
271.42,-2.8335,-0.35588,295,274,0,0,24.5,25.086,2.7366e-16,0,0,0,0,0,0,0,0,0,0,0,0.00069979,0.00086739,1.6371e-06,4.2104e-09,1.8112e-09,1.8058e-06,-1.8845e-08,-2.3792e-09,299.45,0,0,6.4974e-09,6.6527e-09,9.8e+16,1.0034e+17,299.45,0.00041485,-0.085,0.0155,0
271.53,-3.8277,-0.074528,295,274,0,0,27.5,25.139,2.7196e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077273,0.00086988,1.9046e-06,-2.0797e-07,-4.8746e-07,1.8104e-06,-2.5598e-08,-4.8652e-10,299.64,0,0,7.293e-09,6.6669e-09,1.1e+17,1.0056e+17,299.64,0.000416,-0.085,0.01575,0
273.22,-4.2121,0.31159,295,274,0,0,26.5,25.393,3.0442e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078468,0.00088121,1.8171e-06,-2.2571e-07,-3.5128e-07,1.8399e-06,-2.8375e-08,2.0932e-09,299.4,0,0,7.0278e-09,6.7342e-09,1.06e+17,1.0157e+17,299.4,0.00041987,-0.085,0.016,0
271.82,-3.289,0.25146,295,274,0,0,20.5,25.094,3.348e-16,0,0,0,0,0,0,0,0,0,0,0,0.00062683,0.00086783,1.6053e-06,-1.2608e-07,-3.5301e-08,1.8091e-06,-2.1912e-08,1.693e-09,299.16,0,0,5.4366e-09,6.6551e-09,8.2e+16,1.0038e+17,299.16,0.0004146,-0.085,0.01625,0
272.17,-3.4341,0.12908,295,274,0,0,22.5,25.218,3.4627e-16,0,0,0,0,0,0,0,0,0,0,0,0.00067124,0.00087198,1.7739e-06,-2.3087e-07,-9.3729e-08,1.8204e-06,-2.3017e-08,8.822e-10,298.79,0,0,5.967e-09,6.6879e-09,9e+16,1.0087e+17,298.79,0.00041612,-0.085,0.0165,0
272.72,-2.9129,0.29932,295,274,0,0,29.5,25.331,3.3119e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090207,0.00087695,1.988e-06,-1.18e-07,-1.168e-07,1.8322e-06,-1.9635e-08,2.0129e-09,298.83,0,0,7.8234e-09,6.7179e-09,1.18e+17,1.0133e+17,298.83,0.00041805,-0.085,0.01675,0
271.13,-2.4115,-0.021561,295,274,0,0,27.5,25.087,3.1575e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089267,0.00086631,1.7311e-06,2.142e-07,4.1947e-09,1.8038e-06,-1.6043e-08,-1.4282e-10,299.18,0,0,7.293e-09,6.6531e-09,1.1e+17,1.0035e+17,299.18,0.0004145,-0.085,0.017,0
271.86,-3.1374,-0.65073,295,274,0,0,24.5,25.172,3.3619e-16,0,0,0,0,0,0,0,0,0,0,0,0.00076164,0.00087048,1.4072e-06,4.5022e-07,-3.0041e-07,1.8149e-06,-2.0948e-08,-4.3526e-09,299.12,0,0,6.4974e-09,6.6757e-09,9.8e+16,1.0069e+17,299.12,0.00041583,-0.085,0.01725,0
273.11,-2.7923,-0.65645,295,274,0,0,23.5,25.351,3.449e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072522,0.00087944,1.5073e-06,3.874e-08,-1.036e-09,1.8361e-06,-1.8761e-08,-4.4057e-09,299.36,0,0,6.2322e-09,6.723e-09,9.4e+16,1.014e+17,299.36,0.00041911,-0.085,0.0175,0
