"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
263.49,-0.59048,0.40014,295,250,0,0,20.5,25.389,3.2921e-16,0,0,0,0,0,0,0,0,0,0,0,0.0006617,0.00086381,1.4498e-06,6.0908e-08,-4.5366e-08,1.7739e-06,-3.8442e-09,2.6849e-09,299.57,0,0,5.4366e-09,6.7331e-09,8.2e+16,1.0156e+17,299.57,0.00042004,0.115,0.0065,0.001
263.46,-0.57144,0.21431,295,250,0,0,21.75,25.346,3.567e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080195,0.00086299,1.681e-06,3.9375e-08,-6.5082e-08,1.7704e-06,-3.5722e-09,1.4293e-09,299.91,0,0,5.7681e-09,6.7218e-09,8.7e+16,1.0138e+17,299.91,0.00041982,0.115,0.00675,0.001
263.49,-0.37441,-0.34589,295,250,0,0,23.75,25.34,3.5305e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089843,0.00086276,1.6938e-06,8.7209e-08,-3.5289e-07,1.7702e-06,-2.2201e-09,-2.3311e-09,299.87,0,0,6.2985e-09,6.7201e-09,9.5e+16,1.0136e+17,299.87,0.00041965,0.115,0.007,0.001
263.5,-0.31282,0.10192,295,250,0,0,27.25,25.364,3.5811e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097946,0.00086378,1.8338e-06,-4.3024e-08,7.2916e-08,1.7721e-06,-1.866e-09,7.0479e-10,299.93,0,0,7.2267e-09,6.7266e-09,1.09e+17,1.0146e+17,299.93,0.00042015,0.115,0.00725,0.001
263.73,-0.41614,0.13305,295,250,0,0,28.75,25.384,3.4467e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010404,0.00086455,2.1363e-06,1.2551e-07,2.1608e-07,1.7751e-06,-2.5417e-09,9.3126e-10,299.79,0,0,7.6245e-09,6.7318e-09,1.15e+17,1.0154e+17,299.79,0.00042028,0.115,0.0075,0.001
263.54,-0.28001,-0.22485,295,250,0,0,23.75,25.349,3.3994e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079319,0.00086296,1.7027e-06,4.9596e-08,1.06e-07,1.7713e-06,-1.6502e-09,-1.4983e-09,299.76,0,0,6.2985e-09,6.7227e-09,9.5e+16,1.014e+17,299.76,0.00041966,0.115,0.00775,0.001
263.22,-0.23917,-0.18116,295,250,0,0,22,25.337,3.5475e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072886,0.00086146,1.444e-06,-1.1867e-07,6.5572e-08,1.7681e-06,-1.3133e-09,-1.1985e-09,299.53,0,0,5.8344e-09,6.7194e-09,8.8e+16,1.0135e+17,299.53,0.00041915,0.115,0.008,0.001
263.05,-0.42226,0.17813,295,250,0,0,23.5,25.343,3.4424e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082855,0.00086136,1.705e-06,-1.6177e-07,-8.3566e-08,1.7672e-06,-2.442e-09,1.2212e-09,299.54,0,0,6.2322e-09,6.7209e-09,9.4e+16,1.0137e+17,299.54,0.00041926,0.115,0.00825,0.001
262.71,-0.48211,0.10069,295,250,0,0,21,25.34,3.3336e-16,0,0,0,0,0,0,0,0,0,0,0,0.00081882,0.00086125,1.4705e-06,-1.2955e-07,-1.1999e-07,1.7647e-06,-2.9093e-09,6.6849e-10,299.83,0,0,5.5692e-09,6.7201e-09,8.4e+16,1.0136e+17,299.83,0.00041961,0.115,0.0085,0.001
263.14,-0.58643,-0.055633,295,250,0,0,20.75,25.314,3.2459e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077254,0.00086116,1.4501e-06,-5.4892e-09,1.3691e-08,1.7658e-06,-3.6641e-09,-4.053e-10,299.85,0,0,5.5029e-09,6.7132e-09,8.3e+16,1.0125e+17,299.85,0.00041922,0.115,0.00875,0.001
263.86,-0.38964,0.31522,295,250,0,0,23.5,25.268,3.4909e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071927,0.00086097,1.5776e-06,2.2483e-08,5.8134e-08,1.7673e-06,-2.2481e-09,2.0838e-09,299.89,0,0,6.2322e-09,6.7012e-09,9.4e+16,1.0107e+17,299.89,0.00041853,0.115,0.009,0.001
263.49,-0.29682,0.19024,295,250,0,0,24.25,25.278,3.535e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078979,0.00086059,1.6101e-06,1.953e-07,9.8652e-08,1.7654e-06,-1.5421e-09,1.2739e-09,299.86,0,0,6.4311e-09,6.7037e-09,9.7e+16,1.0111e+17,299.86,0.00041865,0.115,0.00925,0.001
262.99,-0.51269,-0.13721,295,250,0,0,27.5,25.283,3.5534e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009432,0.00085964,2.0281e-06,1.8115e-07,3.1818e-07,1.7625e-06,-2.9946e-09,-9.3479e-10,299.73,0,0,7.293e-09,6.7052e-09,1.1e+17,1.0113e+17,299.73,0.00041857,0.115,0.0095,0.001
262.91,-0.45282,-0.43468,295,250,0,0,28.25,25.291,3.5939e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094955,0.00085938,2.1837e-06,3.8806e-08,1.7146e-07,1.7625e-06,-2.5845e-09,-2.9635e-09,299.54,0,0,7.4919e-09,6.7073e-09,1.13e+17,1.0117e+17,299.54,0.00041844,0.115,0.00975,0.001
262.84,-0.28132,-0.78782,295,250,0,0,24.75,25.307,3.4346e-16,0,0,0,0,0,0,0,0,0,0,0,0.00076732,0.00086004,1.6521e-06,7.8095e-09,8.4358e-08,1.7632e-06,-1.428e-09,-5.3082e-09,299.67,0,0,6.5637e-09,6.7113e-09,9.9e+16,1.0123e+17,299.67,0.00041885,0.115,0.01,0.001
262.41,-0.43036,-0.20733,295,250,0,0,22.5,25.32,3.31e-16,0,0,0,0,0,0,0,0,0,0,0,0.0006678,0.00085971,1.4969e-06,-1.0817e-07,1.1407e-07,1.7612e-06,-2.4306e-09,-1.4027e-09,299.65,0,0,5.967e-09,6.7148e-09,9e+16,1.0128e+17,299.65,0.00041904,0.115,0.01025,0.001
261.96,-0.81939,0.32455,295,250,0,0,23.5,25.302,3.2351e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079678,0.00085824,1.831e-06,-1.1406e-08,-1.4973e-07,1.7571e-06,-5.1259e-09,2.1577e-09,299.62,0,0,6.2322e-09,6.71e-09,9.4e+16,1.0121e+17,299.62,0.00041869,0.115,0.0105,0.001
262.14,-1.0487,0.49662,295,250,0,0,28.25,25.28,3.5298e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010182,0.00085818,2.0836e-06,1.3219e-07,-1.3679e-07,1.7569e-06,-6.7392e-09,3.3628e-09,299.8,0,0,7.4919e-09,6.7042e-09,1.13e+17,1.0112e+17,299.8,0.00041857,0.115,0.01075,0.001
262.37,-1.015,0.19634,295,250,0,0,27.25,25.293,3.8349e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008468,0.000859,1.7392e-06,2.8317e-08,1.6257e-08,1.7591e-06,-6.4584e-09,1.3709e-09,299.79,0,0,7.2267e-09,6.7078e-09,1.09e+17,1.0117e+17,299.79,0.0004188,0.115,0.011,0.001
262.55,-0.79312,-0.11596,295,250,0,0,24.75,25.286,3.7639e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071034,0.00085881,1.5032e-06,2.4786e-09,1.4687e-07,1.7596e-06,-4.8763e-09,-7.5173e-10,299.66,0,0,6.5637e-09,6.7058e-09,9.9e+16,1.0114e+17,299.66,0.00041851,0.115,0.01125,0.001
262.48,-0.74249,-0.15041,295,250,0,0,26.25,25.287,3.5796e-16,0,0,0,0,0,0,0,0,0,0,0,0.00085029,0.00085899,1.7973e-06,-2.0451e-07,2.6386e-07,1.7594e-06,-4.5146e-09,-9.7881e-10,299.78,0,0,6.9615e-09,6.7062e-09,1.05e+17,1.0115e+17,299.78,0.00041868,0.115,0.0115,0.001
262.18,-0.77239,-0.38751,295,250,0,0,26,25.274,3.3885e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084954,0.0008586,1.7058e-06,-1.433e-07,-1.2809e-07,1.7567e-06,-4.8293e-09,-2.561e-09,300.07,0,0,6.8952e-09,6.7026e-09,1.04e+17,1.011e+17,300.07,0.00041885,0.115,0.01175,0.001
262.37,-0.74897,-0.13013,295,250,0,0,23.25,25.268,3.4962e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074957,0.00085858,1.6343e-06,1.4768e-07,-2.7033e-07,1.7577e-06,-4.7591e-09,-8.4745e-10,300.01,0,0,6.1659e-09,6.701e-09,9.3e+16,1.0107e+17,300.01,0.00041865,0.115,0.012,0.001
262.41,-0.79051,0.32663,295,250,0,0,26.5,25.276,3.604e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089003,0.00085878,1.9948e-06,-1.732e-07,-6.3144e-08,1.7586e-06,-5.0316e-09,2.1924e-09,299.93,0,0,7.0278e-09,6.7033e-09,1.06e+17,1.0111e+17,299.93,0.00041868,0.115,0.01225,0.001
262.03,-0.76707,0.23467,295,250,0,0,30.5,25.294,3.3463e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010821,0.00085857,2.3476e-06,-4.2139e-07,6.0895e-08,1.7573e-06,-4.8461e-09,1.555e-09,299.85,0,0,8.0886e-09,6.708e-09,1.22e+17,1.0118e+17,299.85,0.00041886,0.115,0.0125,0.001
261.66,-0.83017,-0.32072,295,250,0,0,25.5,25.317,3.0923e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095815,0.00085857,2.1444e-06,-2.2684e-07,1.5474e-07,1.7563e-06,-5.249e-09,-2.1633e-09,299.78,0,0,6.7626e-09,6.7141e-09,1.02e+17,1.0127e+17,299.78,0.00041915,0.115,0.01275,0.001
261.61,-1.0914,-0.57426,295,250,0,0,24.5,25.328,3.3166e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086441,0.00085824,1.7088e-06,8.8591e-08,-1.5612e-07,1.7567e-06,-7.0118e-09,-3.864e-09,299.48,0,0,6.4974e-09,6.717e-09,9.8e+16,1.0131e+17,299.48,0.00041891,0.115,0.013,0.001
261.62,-1.1788,-0.56303,295,250,0,0,25.75,25.307,3.4687e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080316,0.0008575,1.4214e-06,1.636e-07,-2.9681e-07,1.7554e-06,-7.6426e-09,-3.79e-09,299.47,0,0,6.8289e-09,6.7113e-09,1.03e+17,1.0123e+17,299.47,0.00041854,0.115,0.01325,0.001
261.81,-1.0742,-0.76235,295,250,0,0,25.25,25.267,3.519e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084092,0.00085736,1.6502e-06,2.7864e-08,-7.825e-08,1.754e-06,-6.9543e-09,-5.1051e-09,299.9,0,0,6.6963e-09,6.7008e-09,1.01e+17,1.0107e+17,299.9,0.00041847,0.115,0.0135,0.001
261.75,-0.96523,-0.64851,295,250,0,0,25.5,25.252,3.4382e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083228,0.00085697,1.7763e-06,1.1995e-09,1.4457e-07,1.7524e-06,-6.1856e-09,-4.3451e-09,300,0,0,6.7626e-09,6.6968e-09,1.02e+17,1.0101e+17,300,0.00041838,0.115,0.01375,0.001
261.62,-1.0472,-0.21686,295,250,0,0,24.25,25.228,3.3532e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071064,0.00085605,1.5205e-06,-7.6465e-08,8.2408e-08,1.7499e-06,-6.7132e-09,-1.4569e-09,300.06,0,0,6.4311e-09,6.6903e-09,9.7e+16,1.0091e+17,300.06,0.00041805,0.115,0.014,0.001
261.82,-1.223,-0.31632,295,250,0,0,24.5,25.207,3.5568e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084115,0.00085597,1.5949e-06,1.16e-07,-1.6717e-07,1.7498e-06,-7.8912e-09,-2.1093e-09,300.18,0,0,6.4974e-09,6.6849e-09,9.8e+16,1.0083e+17,300.18,0.00041789,0.115,0.01425,0.001
261.8,-1.2867,-0.36,295,250,0,0,25.25,25.194,3.6779e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008684,0.00085571,1.7171e-06,1.9508e-07,-1.2328e-07,1.7489e-06,-8.3495e-09,-2.4032e-09,300.28,0,0,6.6963e-09,6.6816e-09,1.01e+17,1.0078e+17,300.28,0.00041781,0.115,0.0145,0.001
261.72,-1.1252,-0.10526,295,250,0,0,23.75,25.228,3.7711e-16,0,0,0,0,0,0,0,0,0,0,0,0.00076367,0.00085656,1.5324e-06,5.2871e-09,-5.6838e-08,1.7506e-06,-7.2632e-09,-7.2038e-10,300.23,0,0,6.2985e-09,6.6904e-09,9.5e+16,1.0091e+17,300.23,0.00041828,0.115,0.01475,0.001
261.46,-1.0598,0.045659,295,250,0,0,24.75,25.26,3.6741e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077168,0.00085677,1.5951e-06,-1.1265e-07,5.6963e-08,1.751e-06,-6.7751e-09,2.8467e-10,300.03,0,0,6.5637e-09,6.6988e-09,9.9e+16,1.0104e+17,300.03,0.00041854,0.115,0.015,0.001
261.31,-1.3329,-0.12575,295,250,0,0,26.75,25.246,3.6145e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089355,0.00085556,2.0071e-06,-2.792e-07,-7.0661e-08,1.7491e-06,-8.6096e-09,-8.2735e-10,299.78,0,0,7.0941e-09,6.6954e-09,1.07e+17,1.0099e+17,299.78,0.00041798,0.115,0.01525,0.001
261.33,-1.5663,-0.37301,295,250,0,0,25,25.21,3.816e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008423,0.00085458,1.8877e-06,-1.3556e-07,4.4328e-08,1.7468e-06,-1.0186e-08,-2.4678e-09,299.88,0,0,6.63e-09,6.6857e-09,1e+17,1.0084e+17,299.88,0.00041751,0.115,0.0155,0.001
261.5,-1.8002,-0.17547,295,250,0,0,25.75,25.19,3.5665e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088123,0.00085387,1.8242e-06,3.3182e-08,1.5366e-07,1.7466e-06,-1.1748e-08,-1.1555e-09,299.72,0,0,6.8289e-09,6.6803e-09,1.03e+17,1.0076e+17,299.72,0.00041696,0.115,0.01575,0.001
261.36,-1.6997,-0.052293,295,250,0,0,26.75,25.204,3.3798e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094639,0.00085367,1.6632e-06,-1.1614e-07,-1.7048e-07,1.7465e-06,-1.1063e-08,-3.2612e-10,299.52,0,0,7.0941e-09,6.684e-09,1.07e+17,1.0081e+17,299.52,0.00041691,0.115,0.016,0.001
261.31,-1.3206,-0.056333,295,250,0,0,24,25.189,3.7411e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077717,0.00085377,1.4883e-06,-1.047e-07,-1.5943e-07,1.7452e-06,-8.5695e-09,-3.5768e-10,299.86,0,0,6.3648e-09,6.6802e-09,9.6e+16,1.0076e+17,299.86,0.00041714,0.115,0.01625,0.001
261.44,-1.2302,0.18236,295,250,0,0,21.75,25.133,3.5615e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007899,0.00085251,1.5549e-06,7.4856e-08,-1.1404e-08,1.7422e-06,-7.9817e-09,1.211e-09,300.05,0,0,5.7681e-09,6.6652e-09,8.7e+16,1.0053e+17,300.05,0.00041648,0.115,0.0165,0.001
261.45,-1.4621,0.37281,295,250,0,0,23,25.121,3.4591e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008632,0.00085187,1.6128e-06,4.2518e-09,2.2104e-07,1.7413e-06,-9.4757e-09,2.4874e-09,299.93,0,0,6.0996e-09,6.6622e-09,9.2e+16,1.0049e+17,299.93,0.00041612,0.115,0.01675,0.001
261.45,-1.4658,0.33225,295,250,0,0,23.75,25.157,3.7294e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084419,0.00085271,1.6487e-06,-2.3437e-07,1.4574e-07,1.7438e-06,-9.5129e-09,2.2245e-09,299.75,0,0,6.2985e-09,6.6716e-09,9.5e+16,1.0063e+17,299.75,0.00041646,0.115,0.017,0.001
261.38,-1.2633,0.25632,295,250,0,0,23.5,25.155,3.5399e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079336,0.00085219,1.6025e-06,-1.691e-07,-1.3921e-07,1.7432e-06,-8.1577e-09,1.716e-09,299.59,0,0,6.2322e-09,6.6712e-09,9.4e+16,1.0062e+17,299.59,0.00041622,0.115,0.01725,0.001
261.58,-1.3751,0.41526,295,250,0,0,22.25,25.145,3.6868e-16,0,0,0,0,0,0,0,0,0,0,0,0.00075882,0.00085172,1.5833e-06,5.1274e-08,-9.6487e-08,1.7437e-06,-8.9463e-09,2.7738e-09,299.39,0,0,5.9007e-09,6.6684e-09,8.9e+16,1.0058e+17,299.39,0.00041575,0.115,0.0175,0.001
261.62,-1.4644,0.504,295,250,0,0,22.25,25.134,3.7611e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077975,0.00085146,1.7395e-06,1.883e-08,-4.6243e-08,1.7433e-06,-9.4865e-09,3.357e-09,299.39,0,0,5.9007e-09,6.6656e-09,8.9e+16,1.0054e+17,299.39,0.00041559,0.115,0.01775,0.001
261.2,-1.3662,0.077285,295,250,0,0,23.5,25.149,3.4458e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077926,0.00085175,1.8289e-06,3.4364e-08,1.9666e-08,1.7415e-06,-8.7966e-09,5.1924e-10,299.63,0,0,6.2322e-09,6.6695e-09,9.4e+16,1.006e+17,299.63,0.00041616,0.115,0.018,0.001
260.92,-1.3296,-0.38781,295,250,0,0,27.5,25.154,3.4825e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090494,0.00085189,1.9599e-06,-8.1885e-08,1.7278e-08,1.74e-06,-8.5808e-09,-2.5685e-09,299.85,0,0,7.293e-09,6.6709e-09,1.1e+17,1.0062e+17,299.85,0.00041655,0.115,0.01825,0.001
260.98,-1.4064,-0.24997,295,250,0,0,32.75,25.135,3.4815e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011528,0.00085134,2.303e-06,9.5087e-09,9.6592e-09,1.739e-06,-8.9929e-09,-1.6556e-09,299.87,0,0,8.6853e-09,6.6657e-09,1.31e+17,1.0054e+17,299.87,0.00041626,0.115,0.0185,0.001
261.15,-1.4336,0.12419,295,250,0,0,29.25,25.126,3.6018e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010627,0.00085135,2.0321e-06,2.4818e-07,2.2803e-07,1.7395e-06,-9.1266e-09,8.3287e-10,299.86,0,0,7.7571e-09,6.6634e-09,1.17e+17,1.005e+17,299.86,0.0004161,0.115,0.01875,0.001
261.41,-1.3454,0.4317,295,250,0,0,27,25.104,3.4266e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093177,0.00085133,1.9624e-06,2.1805e-07,7.7502e-08,1.7399e-06,-8.6261e-09,2.8844e-09,299.97,0,0,7.1604e-09,6.6576e-09,1.08e+17,1.0042e+17,299.97,0.00041589,0.115,0.019,0.001
261.33,-1.3384,0.56066,295,250,0,0,27.25,25.087,3.2904e-16,0,0,0,0,0,0,0,0,0,0,0,0.00092372,0.0008506,2.0059e-06,6.7176e-08,4.8478e-09,1.7381e-06,-8.5709e-09,3.7579e-09,299.99,0,0,7.2267e-09,6.653e-09,1.09e+17,1.0035e+17,299.99,0.00041562,0.115,0.01925,0.001
260.7,-1.431,-0.042225,295,250,0,0,26.5,25.111,3.6579e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096946,0.0008497,1.8807e-06,-2.4379e-07,2.347e-07,1.7355e-06,-9.1079e-09,-2.9915e-10,299.69,0,0,7.0278e-09,6.6593e-09,1.06e+17,1.0044e+17,299.69,0.00041562,0.115,0.0195,0.001
260.3,-1.6612,-0.31381,295,250,0,0,27.25,25.145,3.7513e-16,0,0,0,0,0,0,0,0,0,0,0,0.00097375,0.00084966,2.0538e-06,-2.8675e-07,1.3575e-07,1.7352e-06,-1.064e-08,-2.1062e-09,299.43,0,0,7.2267e-09,6.6685e-09,1.09e+17,1.0058e+17,299.43,0.00041583,0.115,0.01975,0.001
260.57,-1.8891,0.09547,295,250,0,0,25.75,25.143,3.6514e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084417,0.00085011,1.932e-06,-1.5878e-07,-5.5688e-08,1.7371e-06,-1.2289e-08,6.5575e-10,299.44,0,0,6.8289e-09,6.668e-09,1.03e+17,1.0057e+17,299.44,0.0004158,0.115,0.02,0.001
260.65,-1.859,-0.018661,295,250,0,0,25.25,25.138,3.4476e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080209,0.00085005,1.7542e-06,-4.6632e-08,-1.1873e-07,1.7373e-06,-1.2138e-08,-1.2951e-10,299.45,0,0,6.6963e-09,6.6665e-09,1.01e+17,1.0055e+17,299.45,0.00041572,0.115,0.02025,0.001
260.49,-1.869,-0.090143,295,250,0,0,24.25,25.115,3.1782e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080475,0.00084924,1.8355e-06,1.5184e-07,-1.0324e-07,1.7345e-06,-1.2129e-08,-5.999e-10,299.57,0,0,6.4311e-09,6.6606e-09,9.7e+16,1.0046e+17,299.57,0.00041552,0.115,0.0205,0.001
260.47,-2.1113,-0.090598,295,250,0,0,23.25,25.095,3.3251e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007753,0.00084881,1.7386e-06,-2.1835e-08,7.2691e-09,1.733e-06,-1.371e-08,-5.9642e-10,299.71,0,0,6.1659e-09,6.6551e-09,9.3e+16,1.0038e+17,299.71,0.00041537,0.115,0.02075,0.001
260.5,-2.2338,-0.097316,295,250,0,0,21.5,25.091,3.5419e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066351,0.00084859,1.4234e-06,-1.2277e-07,3.9488e-09,1.7327e-06,-1.4512e-08,-6.5897e-10,299.65,0,0,5.7018e-09,6.6542e-09,8.6e+16,1.0036e+17,299.65,0.00041524,0.115,0.021,0.001
260.81,-2.2662,0.037181,295,250,0,0,21.25,25.086,3.5005e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072469,0.00084932,1.6322e-06,1.6288e-07,-1.5224e-08,1.7345e-06,-1.4858e-08,2.4946e-10,299.83,0,0,5.6355e-09,6.6528e-09,8.5e+16,1.0034e+17,299.83,0.00041541,0.115,0.02125,0.001
261.12,-2.519,-0.054393,295,250,0,0,23.5,25.07,3.6212e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077579,0.00084943,1.6217e-06,-8.272e-08,-1.0618e-08,1.7353e-06,-1.6488e-08,-3.7246e-10,299.87,0,0,6.2322e-09,6.6486e-09,9.4e+16,1.0028e+17,299.87,0.00041522,0.115,0.0215,0.001
260.98,-2.644,-0.027044,295,250,0,0,21.75,25.061,3.6163e-16,0,0,0,0,0,0,0,0,0,0,0,0.00064831,0.00084888,1.2771e-06,-2.2566e-07,-3.9601e-08,1.7336e-06,-1.7122e-08,-2.2574e-10,299.86,0,0,5.7681e-09,6.6462e-09,8.7e+16,1.0024e+17,299.86,0.00041506,0.115,0.02175,0.001
261,-2.6416,0.01146,295,250,0,0,22.5,25.053,3.4602e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066235,0.00084918,1.4481e-06,-5.0876e-08,1.414e-07,1.7334e-06,-1.7094e-08,7.0302e-11,300.11,0,0,5.967e-09,6.6442e-09,9e+16,1.0021e+17,300.11,0.00041526,0.115,0.022,0.001
260.84,-2.796,-0.117,295,250,0,0,26.75,25.05,3.4859e-16,0,0,0,0,0,0,0,0,0,0,0,0.00088822,0.00084847,1.8631e-06,-2.2397e-07,2.5673e-07,1.7323e-06,-1.8218e-08,-7.6385e-10,299.95,0,0,7.0941e-09,6.6432e-09,1.07e+17,1.002e+17,299.95,0.00041497,0.115,0.02225,0.001
260.45,-2.697,0.043388,295,250,0,0,25.25,25.049,3.113e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009668,0.00084769,1.9124e-06,-3.39e-07,1.8287e-07,1.7296e-06,-1.7615e-08,2.8119e-10,299.92,0,0,6.6963e-09,6.6429e-09,1.01e+17,1.0019e+17,299.92,0.0004149,0.115,0.0225,0.001
260.59,-2.2998,0.21334,295,250,0,0,22,25.057,3.0491e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080431,0.0008478,1.6503e-06,1.1823e-08,2.0785e-07,1.7311e-06,-1.5001e-08,1.4044e-09,299.73,0,0,5.8344e-09,6.6451e-09,8.8e+16,1.0023e+17,299.73,0.00041478,0.115,0.02275,0.001
260.64,-2.2606,0.064892,295,250,0,0,26.75,25.08,3.1597e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009544,0.00084814,2.0482e-06,3.4374e-07,1.8991e-07,1.7329e-06,-1.4713e-08,4.3916e-10,299.49,0,0,7.0941e-09,6.6512e-09,1.07e+17,1.0032e+17,299.49,0.00041482,0.115,0.023,0.001
260.53,-2.3778,0.052111,295,250,0,0,29,25.066,2.6698e-16,0,0,0,0,0,0,0,0,0,0,0,0.00099061,0.00084765,2.0682e-06,2.7695e-07,3.5952e-08,1.7314e-06,-1.5531e-08,3.6263e-10,299.57,0,0,7.6908e-09,6.6475e-09,1.16e+17,1.0026e+17,299.57,0.0004147,0.115,0.02325,0.001
260.79,-2.4144,0.22415,295,250,0,0,25,25.067,3.0891e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008828,0.00084819,1.6713e-06,-8.3186e-08,4.5526e-08,1.7332e-06,-1.5783e-08,1.5062e-09,299.58,0,0,6.63e-09,6.6479e-09,1e+17,1.0027e+17,299.58,0.00041475,0.115,0.0235,0.001
260.46,-2.5166,0.28203,295,250,0,0,21.75,25.069,3.6324e-16,0,0,0,0,0,0,0,0,0,0,0,0.00089853,0.00084808,1.6215e-06,-2.4219e-07,-1.4517e-07,1.7312e-06,-1.646e-08,1.8751e-09,299.76,0,0,5.7681e-09,6.6483e-09,8.7e+16,1.0028e+17,299.76,0.00041504,0.115,0.02375,0.001
260.3,-2.5445,0.23393,295,250,0,0,21.25,25.063,3.5608e-16,0,0,0,0,0,0,0,0,0,0,0,0.0008258,0.00084706,1.4204e-06,-4.8971e-08,-2.2582e-07,1.7298e-06,-1.6708e-08,1.5459e-09,299.51,0,0,5.6355e-09,6.6466e-09,8.5e+16,1.0025e+17,299.51,0.00041456,0.115,0.024,0.001
260.65,-2.4638,0.17603,295,250,0,0,24.5,25.037,3.6822e-16,0,0,0,0,0,0,0,0,0,0,0,0.00091636,0.00084632,1.7489e-06,1.8176e-07,-9.613e-08,1.7303e-06,-1.6083e-08,1.1687e-09,299.28,0,0,6.4974e-09,6.6399e-09,9.8e+16,1.0015e+17,299.28,0.00041383,0.115,0.02425,0.001
260.37,-2.3424,0.17013,295,250,0,0,25.5,25.006,3.6835e-16,0,0,0,0,0,0,0,0,0,0,0,0.00095673,0.00084516,2.0163e-06,1.5176e-07,-2.2738e-08,1.7261e-06,-1.5221e-08,1.1502e-09,299.48,0,0,6.7626e-09,6.6315e-09,1.02e+17,1.0002e+17,299.48,0.00041358,0.115,0.0245,0.001
