"UMean [m/s]:0","UMean [m/s]:1","UMean [m/s]:2","boundaryT [K]","boundaryU [m/s]:0","boundaryU [m/s]:1","boundaryU [m/s]:2","dsmcRhoN [1/m3]","dsmcRhoNMean [1/m3]","dsmcSigmaTcRMax [m3/s]","fD [Pa]:0","fD [Pa]:1","fD [Pa]:2","fDMean [Pa]:0","fDMean [Pa]:1","fDMean [Pa]:2","iDof [1/m3]","iDofMean [1/m3]","internalE [Pa]","internalEMean [Pa]","internalT [kg m2/s2]","linearKE [Pa]","linearKEMean [Pa]","momentum [kg/(m2 s)]:0","momentum [kg/(m2 s)]:1","momentum [kg/(m2 s)]:2","momentumMean [kg/(m2 s)]:0","momentumMean [kg/(m2 s)]:1","momentumMean [kg/(m2 s)]:2","overallT [kg m2/s2]","q [kg/s3]","qMean [kg/s3]","rhoM [kg/m3]","rhoMMean [kg/m3]","rhoN [1/m3]","rhoNMean [1/m3]","translationalT [kg m2/s2]","p [Pa]","Points:0","Points:1","Points:2"
269.1,-2.8793,0.46417,295,250,0,0,26,25.219,3.4702e-16,0,0,0,0,0,0,0,0,0,0,0,0.00096277,0.00086677,1.9278e-06,-4.9599e-08,-1.4329e-07,1.7998e-06,-1.9268e-08,3.0951e-09,298.97,0,0,6.8952e-09,6.6881e-09,1.04e+17,1.0088e+17,298.97,0.00041638,0.115,0.0025,0
269.49,-3.5049,-0.072701,295,250,0,0,25.5,25.108,3.6986e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010038,0.00086286,2.1057e-06,4.4411e-08,3.8368e-09,1.7944e-06,-2.3328e-08,-4.7615e-10,298.58,0,0,6.7626e-09,6.6587e-09,1.02e+17,1.0043e+17,298.58,0.00041402,0.115,0.00275,0
269.31,-3.5452,-0.32986,295,250,0,0,17,25.426,3.6136e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074705,0.00087281,1.5451e-06,-2.3682e-07,-2.7032e-07,1.8159e-06,-2.3885e-08,-2.2392e-09,298.27,0,0,4.5084e-09,6.7431e-09,6.8e+16,1.0171e+17,298.27,0.00041884,0.115,0.003,0
269.83,-3.9017,-0.12914,295,250,0,0,16,25.493,3.3369e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066573,0.000876,1.2894e-06,-1.7863e-08,-2.156e-07,1.8242e-06,-2.6318e-08,-9.1018e-10,298.24,0,0,4.2432e-09,6.7608e-09,6.4e+16,1.0197e+17,298.24,0.0004199,0.115,0.00325,0
270.63,-4.2031,-0.064196,295,250,0,0,27.5,25.19,3.2849e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010892,0.00086753,2.2191e-06,-7.9507e-08,1.4476e-07,1.8079e-06,-2.807e-08,-4.385e-10,298.48,0,0,7.293e-09,6.6803e-09,1.1e+17,1.0076e+17,298.48,0.00041522,0.115,0.0035,0
269.88,-4.0849,-0.27746,295,250,0,0,30,25.227,3.424e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010326,0.00086802,2.1311e-06,-1.9608e-07,1.3319e-07,1.8056e-06,-2.7326e-08,-1.8572e-09,298.75,0,0,7.956e-09,6.6902e-09,1.2e+17,1.0091e+17,298.75,0.00041621,0.115,0.00375,0
269.53,-3.9342,-0.34393,295,250,0,0,26,25.027,3.4167e-16,0,0,0,0,0,0,0,0,0,0,0,0.00084859,0.00086018,1.8762e-06,1.3959e-08,-2.5853e-08,1.7889e-06,-2.6117e-08,-2.2805e-09,298.59,0,0,6.8952e-09,6.6372e-09,1.04e+17,1.0011e+17,298.59,0.0004127,0.115,0.004,0
269.09,-3.2081,-0.13294,295,250,0,0,20.5,25.111,3.2773e-16,0,0,0,0,0,0,0,0,0,0,0,0.00074613,0.0008627,1.472e-06,-2.506e-07,6.4638e-08,1.792e-06,-2.1342e-08,-8.7125e-10,298.8,0,0,5.4366e-09,6.6595e-09,8.2e+16,1.0044e+17,298.8,0.00041438,0.115,0.00425,0
269.33,-2.5115,0.32244,295,250,0,0,20,25.199,3.4532e-16,0,0,0,0,0,0,0,0,0,0,0,0.00065377,0.0008669,1.3737e-06,-4.7819e-07,1.9037e-07,1.7999e-06,-1.6789e-08,2.1516e-09,299.16,0,0,5.304e-09,6.6829e-09,8e+16,1.008e+17,299.16,0.00041633,0.115,0.0045,0
269.52,-1.9412,0.15964,295,250,0,0,25.5,25.115,3.6479e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009555,0.00086509,1.8796e-06,-5.0229e-08,-3.2642e-08,1.7951e-06,-1.2929e-08,1.0634e-09,299.53,0,0,6.7626e-09,6.6604e-09,1.02e+17,1.0046e+17,299.53,0.00041544,0.115,0.00475,0
268.26,-1.8352,-0.051668,295,250,0,0,28,25.105,3.3136e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011222,0.00086282,1.7659e-06,2.4708e-07,4.6949e-07,1.7861e-06,-1.2218e-08,-3.4421e-10,299.68,0,0,7.4256e-09,6.6578e-09,1.12e+17,1.0042e+17,299.68,0.00041549,0.115,0.005,0
268.48,-3.1559,-0.25786,295,250,0,0,30.5,25.128,2.9842e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010894,0.00086303,1.8306e-06,8.4361e-08,1.0524e-06,1.7891e-06,-2.1039e-08,-1.7208e-09,299.21,0,0,8.0886e-09,6.6639e-09,1.22e+17,1.0051e+17,299.21,0.00041521,0.115,0.00525,0
269.19,-4.3386,-0.30447,295,250,0,0,29.5,25.15,3.115e-16,0,0,0,0,0,0,0,0,0,0,0,0.00098469,0.00086436,2.0462e-06,-3.1398e-07,3.7222e-07,1.7955e-06,-2.8937e-08,-2.0314e-09,298.85,0,0,7.8234e-09,6.6698e-09,1.18e+17,1.006e+17,298.85,0.00041509,0.115,0.0055,0
268.78,-4.0536,0.09829,295,250,0,0,27,25.073,3.5614e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083771,0.00086045,1.8198e-06,-3.061e-07,8.0135e-08,1.7873e-06,-2.6961e-08,6.5097e-10,298.6,0,0,7.1604e-09,6.6495e-09,1.08e+17,1.0029e+17,298.6,0.00041347,0.115,0.00575,0
268.02,-3.26,0.15909,295,250,0,0,25,25.085,3.6837e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079646,0.00086059,1.2521e-06,-1.6758e-07,1.1052e-07,1.7829e-06,-2.1679e-08,1.0566e-09,299.14,0,0,6.63e-09,6.6524e-09,1e+17,1.0034e+17,299.14,0.00041441,0.115,0.006,0
267.92,-2.6058,-0.045423,295,250,0,0,22.5,25.214,3.5298e-16,0,0,0,0,0,0,0,0,0,0,0,0.00070555,0.00086525,1.0924e-06,-1.8874e-07,-1.8795e-07,1.7915e-06,-1.7421e-08,-3.0533e-10,299.34,0,0,5.967e-09,6.6867e-09,9e+16,1.0086e+17,299.34,0.00041682,0.115,0.00625,0
267.92,-2.7759,0.4661,295,250,0,0,20,25.174,3.5407e-16,0,0,0,0,0,0,0,0,0,0,0,0.00062844,0.00086347,1.4689e-06,-2.484e-07,-5.1881e-08,1.7886e-06,-1.8521e-08,3.0965e-09,299.15,0,0,5.304e-09,6.676e-09,8e+16,1.0069e+17,299.15,0.00041589,0.115,0.0065,0
268.18,-3.3993,0.36778,295,250,0,0,20,24.994,3.6738e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078446,0.00085819,1.7536e-06,-1.5073e-07,2.7177e-08,1.7776e-06,-2.2528e-08,2.4551e-09,299.35,0,0,5.304e-09,6.6284e-09,8e+16,9.9976e+16,299.35,0.0004132,0.115,0.00675,0
268.66,-3.7675,-0.28936,295,250,0,0,23.5,25.003,3.6926e-16,0,0,0,0,0,0,0,0,0,0,0,0.00093943,0.00085867,1.9983e-06,-2.1979e-07,-2.1603e-07,1.7814e-06,-2.4986e-08,-1.9168e-09,299.01,0,0,6.2322e-09,6.6308e-09,9.4e+16,1.0001e+17,299.01,0.00041288,0.115,0.007,0
268.41,-3.8251,-0.15388,295,250,0,0,28,25.108,3.71e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011007,0.00086171,2.3176e-06,-3.1656e-07,-1.2712e-07,1.7872e-06,-2.5469e-08,-1.0245e-09,298.96,0,0,7.4256e-09,6.6586e-09,1.12e+17,1.0043e+17,298.96,0.00041454,0.115,0.00725,0
268.43,-3.8221,-0.33881,295,250,0,0,25,25.097,3.5049e-16,0,0,0,0,0,0,0,0,0,0,0,0.00094882,0.00086126,1.9595e-06,2.058e-07,6.7703e-08,1.7866e-06,-2.5438e-08,-2.2539e-09,298.91,0,0,6.63e-09,6.6557e-09,1e+17,1.0039e+17,298.91,0.00041429,0.115,0.0075,0
268.15,-3.3538,-0.35999,295,250,0,0,20,25.066,3.3049e-16,0,0,0,0,0,0,0,0,0,0,0,0.00065979,0.00086035,1.4148e-06,-2.2568e-09,2.5388e-07,1.7825e-06,-2.2296e-08,-2.3938e-09,299.23,0,0,5.304e-09,6.6474e-09,8e+16,1.0026e+17,299.23,0.00041421,0.115,0.00775,0
268.4,-2.9594,-0.25227,295,250,0,0,24,24.932,3.4205e-16,0,0,0,0,0,0,0,0,0,0,0,0.00082169,0.0008552,1.7435e-06,-9.9686e-08,3.9689e-07,1.7746e-06,-1.9561e-08,-1.6643e-09,298.74,0,0,6.3648e-09,6.612e-09,9.6e+16,9.9728e+16,298.74,0.00041134,0.115,0.008,0
268.84,-3.3674,0.0048764,295,250,0,0,24.5,24.834,3.4362e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086833,0.00085165,1.9927e-06,3.7817e-08,2.3767e-07,1.7706e-06,-2.2179e-08,3.4301e-11,298.28,0,0,6.4974e-09,6.5859e-09,9.8e+16,9.9335e+16,298.28,0.00040908,0.115,0.00825,0
268.34,-3.0274,0.14895,295,250,0,0,22.5,24.843,3.3728e-16,0,0,0,0,0,0,0,0,0,0,0,0.00090154,0.00085183,1.8007e-06,6.3211e-08,1.0402e-07,1.7679e-06,-1.9948e-08,9.8211e-10,298.64,0,0,5.967e-09,6.5885e-09,9e+16,9.9374e+16,298.64,0.00040973,0.115,0.0085,0
268.14,-2.457,0.14826,295,250,0,0,20,24.765,3.2632e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080655,0.00084917,1.3761e-06,-7.3908e-08,2.2421e-08,1.7611e-06,-1.6137e-08,9.6968e-10,298.83,0,0,5.304e-09,6.5676e-09,8e+16,9.9059e+16,298.83,0.00040869,0.115,0.00875,0
269.51,-2.6921,0.49985,295,250,0,0,20.5,24.678,3.5243e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066069,0.00084772,1.3752e-06,-1.3664e-07,-3.0635e-07,1.7639e-06,-1.7617e-08,3.2707e-09,298.39,0,0,5.4366e-09,6.5446e-09,8.2e+16,9.8712e+16,298.39,0.00040667,0.115,0.009,0
269.46,-3.2102,0.18877,295,250,0,0,22.5,24.697,3.6185e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077603,0.00084807,1.8106e-06,1.7672e-07,-2.6425e-07,1.7648e-06,-2.1029e-08,1.2318e-09,298.29,0,0,5.967e-09,6.5497e-09,9e+16,9.8788e+16,298.29,0.00040684,0.115,0.00925,0
268.97,-3.4742,-0.042315,295,250,0,0,29.5,24.719,3.6163e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010876,0.00084774,2.4647e-06,1.4425e-07,2.4749e-07,1.7632e-06,-2.2776e-08,-2.7832e-10,298.17,0,0,7.8234e-09,6.5556e-09,1.18e+17,9.8877e+16,298.17,0.00040705,0.115,0.0095,0
268.94,-3.5148,-0.11735,295,250,0,0,32.5,24.734,3.6666e-16,0,0,0,0,0,0,0,0,0,0,0,0.001119,0.00084761,2.6719e-06,-6.3607e-08,2.3769e-07,1.7641e-06,-2.3055e-08,-7.7208e-10,297.89,0,0,8.619e-09,6.5594e-09,1.3e+17,9.8934e+16,297.89,0.0004069,0.115,0.00975,0
268.41,-3.674,-0.64676,295,250,0,0,24,24.794,3.2831e-16,0,0,0,0,0,0,0,0,0,0,0,0.00077621,0.00085006,1.8779e-06,-3.7992e-08,-4.7847e-08,1.7649e-06,-2.4159e-08,-4.2546e-09,298.54,0,0,6.3648e-09,6.5753e-09,9.6e+16,9.9175e+16,298.54,0.00040877,0.115,0.01,0
268.46,-3.8536,-0.12261,295,250,0,0,22.5,24.812,3.258e-16,0,0,0,0,0,0,0,0,0,0,0,0.00071477,0.0008506,1.6863e-06,-1.4529e-08,-2.3487e-07,1.7665e-06,-2.5357e-08,-8.0891e-10,298.44,0,0,5.967e-09,6.5801e-09,9e+16,9.9248e+16,298.44,0.00040895,0.115,0.01025,0
267.54,-4.1737,0.48389,295,250,0,0,25,24.881,3.4672e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083568,0.0008523,1.8675e-06,6.0525e-08,-3.065e-07,1.7654e-06,-2.7545e-08,3.1893e-09,298.91,0,0,6.63e-09,6.5984e-09,1e+17,9.9524e+16,298.91,0.00041073,0.115,0.0105,0
267.19,-4.0674,0.22158,295,250,0,0,30.5,24.906,3.5298e-16,0,0,0,0,0,0,0,0,0,0,0,0.0011097,0.00085336,2.4236e-06,1.1426e-07,-9.7525e-08,1.7648e-06,-2.6871e-08,1.4649e-09,299.3,0,0,8.0886e-09,6.6052e-09,1.22e+17,9.9626e+16,299.3,0.00041168,0.115,0.01075,0
268.62,-3.59,-0.23384,295,250,0,0,32,24.781,3.8039e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010185,0.00084982,2.4467e-06,-3.6114e-08,-9.1235e-08,1.7653e-06,-2.3595e-08,-1.5298e-09,298.46,0,0,8.4864e-09,6.5719e-09,1.28e+17,9.9123e+16,298.46,0.00040845,0.115,0.011,0
269.63,-3.7273,-0.28992,295,250,0,0,26.5,24.715,3.8083e-16,0,0,0,0,0,0,0,0,0,0,0,0.0007456,0.00084821,1.6727e-06,1.181e-07,-1.032e-07,1.7673e-06,-2.4431e-08,-1.8998e-09,297.9,0,0,7.0278e-09,6.5544e-09,1.06e+17,9.8859e+16,297.9,0.00040661,0.115,0.01125,0
268.89,-4.096,-0.38049,295,250,0,0,23.5,24.764,3.425e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073563,0.00084996,1.4832e-06,-6.8901e-08,2.6473e-07,1.7659e-06,-2.6901e-08,-2.5034e-09,298.56,0,0,6.2322e-09,6.5674e-09,9.4e+16,9.9056e+16,298.56,0.00040832,0.115,0.0115,0
267.43,-3.7271,-0.69769,295,250,0,0,24,24.839,3.138e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079594,0.00085184,1.6643e-06,-2.0353e-07,8.7634e-08,1.7616e-06,-2.4548e-08,-4.5953e-09,299.48,0,0,6.3648e-09,6.5874e-09,9.6e+16,9.9357e+16,299.48,0.00041082,0.115,0.01175,0
266.75,-3.3024,-0.35958,295,250,0,0,22,24.884,3.2818e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066015,0.00085284,1.6156e-06,5.2102e-08,-2.6596e-07,1.7604e-06,-2.1794e-08,-2.3721e-09,299.81,0,0,5.8344e-09,6.5993e-09,8.8e+16,9.9537e+16,299.81,0.00041201,0.115,0.012,0
266.39,-3.5442,0.29938,295,250,0,0,25.5,24.909,3.5372e-16,0,0,0,0,0,0,0,0,0,0,0,0.00072566,0.00085297,1.6852e-06,-2.8788e-07,-6.7231e-08,1.7598e-06,-2.3413e-08,1.9789e-09,299.76,0,0,6.7626e-09,6.6059e-09,1.02e+17,9.9636e+16,299.76,0.00041235,0.115,0.01225,0
266.29,-3.9938,0.41295,295,250,0,0,31,24.945,3.3234e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010194,0.00085326,2.359e-06,-6.082e-07,2.3522e-07,1.7616e-06,-2.6423e-08,2.7299e-09,299.39,0,0,8.2212e-09,6.6155e-09,1.24e+17,9.9781e+16,299.39,0.00041244,0.115,0.0125,0
267,-4.2981,-0.21023,295,250,0,0,26,24.964,3.2247e-16,0,0,0,0,0,0,0,0,0,0,0,0.0010089,0.0008552,2.4423e-06,-3.3342e-07,1.507e-07,1.7677e-06,-2.8456e-08,-1.3913e-09,299.4,0,0,6.8952e-09,6.6205e-09,1.04e+17,9.9857e+16,299.4,0.00041277,0.115,0.01275,0
267.17,-4.538,-0.50337,295,250,0,0,23,24.978,3.4919e-16,0,0,0,0,0,0,0,0,0,0,0,0.00087981,0.00085517,1.7805e-06,9.1681e-08,-8.9602e-08,1.7698e-06,-3.0061e-08,-3.3342e-09,299,0,0,6.0996e-09,6.6242e-09,9.2e+16,9.9913e+16,299,0.00041246,0.115,0.013,0
266.18,-4.6119,-0.42004,295,250,0,0,23.5,25.012,3.5674e-16,0,0,0,0,0,0,0,0,0,0,0,0.00070787,0.00085566,1.3207e-06,2.8791e-07,-5.2754e-08,1.7656e-06,-3.0591e-08,-2.7861e-09,299.52,0,0,6.2322e-09,6.6333e-09,9.4e+16,1.0005e+17,299.52,0.00041374,0.115,0.01325,0
266.07,-4.1175,-0.76702,295,250,0,0,23,24.958,3.6684e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073746,0.00085519,1.5225e-06,-7.3619e-08,-1.6964e-07,1.7611e-06,-2.726e-08,-5.0698e-09,300.29,0,0,6.0996e-09,6.6189e-09,9.2e+16,9.9832e+16,300.29,0.0004139,0.115,0.0135,0
266.73,-3.8728,-0.63284,295,250,0,0,22,24.89,3.6302e-16,0,0,0,0,0,0,0,0,0,0,0,0.00073401,0.00085275,1.5764e-06,-1.3962e-07,-5.1339e-08,1.7606e-06,-2.5564e-08,-4.1772e-09,299.68,0,0,5.8344e-09,6.6008e-09,8.8e+16,9.9559e+16,299.68,0.00041193,0.115,0.01375,0
266.92,-4.4185,-0.15734,295,250,0,0,21,24.899,3.7212e-16,0,0,0,0,0,0,0,0,0,0,0,0.00057959,0.00085315,1.266e-06,-1.2137e-07,7.3055e-09,1.7625e-06,-2.9177e-08,-1.0391e-09,299.55,0,0,5.5692e-09,6.6032e-09,8.4e+16,9.9596e+16,299.55,0.0004119,0.115,0.014,0
266.74,-4.5582,-0.37206,295,250,0,0,23,24.884,3.8799e-16,0,0,0,0,0,0,0,0,0,0,0,0.00066738,0.00085269,1.3033e-06,-4.3915e-09,-1.5376e-07,1.7603e-06,-3.0083e-08,-2.4543e-09,299.72,0,0,6.0996e-09,6.5993e-09,9.2e+16,9.9537e+16,299.72,0.0004119,0.115,0.01425,0
266.42,-4.5295,-0.38738,295,250,0,0,24.5,24.903,3.7046e-16,0,0,0,0,0,0,0,0,0,0,0,0.00070301,0.00085316,1.4383e-06,1.1737e-07,-7.7008e-08,1.7596e-06,-2.9917e-08,-2.5567e-09,299.9,0,0,6.4974e-09,6.6044e-09,9.8e+16,9.9614e+16,299.9,0.00041246,0.115,0.0145,0
266.42,-4.2884,0.055377,295,250,0,0,24,24.906,3.4439e-16,0,0,0,0,0,0,0,0,0,0,0,0.0006893,0.00085371,1.3357e-06,-3.772e-08,-1.4055e-08,1.7597e-06,-2.833e-08,3.6271e-10,300.13,0,0,6.3648e-09,6.6051e-09,9.6e+16,9.9625e+16,300.13,0.00041282,0.115,0.01475,0
266.43,-4.2439,0.24937,295,250,0,0,25,24.875,3.2951e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080359,0.00085202,1.6395e-06,-1.203e-07,-6.2708e-08,1.7576e-06,-2.7997e-08,1.6448e-09,299.83,0,0,6.63e-09,6.5968e-09,1e+17,9.9499e+16,299.83,0.00041188,0.115,0.015,0
266.42,-4.7111,-0.29287,295,250,0,0,24.5,24.897,3.3762e-16,0,0,0,0,0,0,0,0,0,0,0,0.00086689,0.00085184,2.038e-06,-1.9162e-07,-1.1753e-07,1.7591e-06,-3.1105e-08,-1.9353e-09,299.38,0,0,6.4974e-09,6.6026e-09,9.8e+16,9.9586e+16,299.38,0.00041163,0.115,0.01525,0
265.88,-4.8948,-0.67301,295,250,0,0,21,24.887,3.8197e-16,0,0,0,0,0,0,0,0,0,0,0,0.00069998,0.00085061,1.5783e-06,1.7252e-08,8.4716e-08,1.7549e-06,-3.2305e-08,-4.4424e-09,299.39,0,0,5.5692e-09,6.6001e-09,8.4e+16,9.955e+16,299.39,0.00041149,0.115,0.0155,0
265.79,-5.3183,-0.38264,295,250,0,0,24,24.892,3.7577e-16,0,0,0,0,0,0,0,0,0,0,0,0.0009074,0.00085069,1.7692e-06,-6.4834e-08,2.0253e-07,1.7546e-06,-3.5109e-08,-2.5243e-09,299.43,0,0,6.3648e-09,6.6012e-09,9.6e+16,9.9566e+16,299.43,0.00041161,0.115,0.01575,0
266.2,-5.1269,-0.31488,295,250,0,0,28,24.873,3.4782e-16,0,0,0,0,0,0,0,0,0,0,0,0.001009,0.00085043,1.7772e-06,-2.7197e-07,1.1097e-07,1.756e-06,-3.3824e-08,-2.0752e-09,299.26,0,0,7.4256e-09,6.5964e-09,1.12e+17,9.9494e+16,299.26,0.00041109,0.115,0.016,0
266.07,-4.1352,-0.25903,295,250,0,0,25,24.858,3.7793e-16,0,0,0,0,0,0,0,0,0,0,0,0.00070385,0.0008499,1.3184e-06,-2.7775e-07,-1.5136e-08,1.754e-06,-2.7256e-08,-1.706e-09,299.39,0,0,6.63e-09,6.5923e-09,1e+17,9.9432e+16,299.39,0.000411,0.115,0.01625,0
266.08,-3.8097,0.20803,295,250,0,0,25,24.817,3.5473e-16,0,0,0,0,0,0,0,0,0,0,0,0.00079607,0.00084861,1.4998e-06,-7.9334e-08,-1.3993e-07,1.7512e-06,-2.507e-08,1.3644e-09,299.43,0,0,6.63e-09,6.5816e-09,1e+17,9.927e+16,299.43,0.00041039,0.115,0.0165,0
266.4,-4.3268,0.33662,295,250,0,0,25,24.77,3.5192e-16,0,0,0,0,0,0,0,0,0,0,0,0.00083943,0.00084755,1.55e-06,1.9761e-07,9.3497e-08,1.75e-06,-2.8425e-08,2.2105e-09,299.41,0,0,6.63e-09,6.5691e-09,1e+17,9.9082e+16,299.41,0.00040959,0.115,0.01675,0
266.47,-4.2543,0.24223,295,250,0,0,24,24.797,3.8912e-16,0,0,0,0,0,0,0,0,0,0,0,0.00080226,0.00084824,1.7473e-06,-1.5881e-07,-7.1601e-08,1.7524e-06,-2.7977e-08,1.593e-09,299.24,0,0,6.3648e-09,6.5762e-09,9.6e+16,9.9189e+16,299.24,0.0004098,0.115,0.017,0
266.53,-3.8244,0.20408,295,250,0,0,22,24.758,3.4633e-16,0,0,0,0,0,0,0,0,0,0,0,0.00078464,0.00084611,1.7498e-06,-2.1361e-07,-1.2144e-07,1.7499e-06,-2.5111e-08,1.3407e-09,298.83,0,0,5.8344e-09,6.5657e-09,8.8e+16,9.903e+16,298.83,0.00040857,0.115,0.01725,0
266.45,-3.2935,0.37207,295,250,0,0,18,24.699,3.6607e-16,0,0,0,0,0,0,0,0,0,0,0,0.000649,0.00084392,1.3589e-06,1.1262e-07,1.2e-07,1.7453e-06,-2.1575e-08,2.4362e-09,298.81,0,0,4.7736e-09,6.5501e-09,7.2e+16,9.8796e+16,298.81,0.00040758,0.115,0.0175,0
